Rentrée universitaire,catégorie d'établissement,secteur d'établissement,code UAI de l'établissement,sigle de l'établissement,libellé de l'établissement,libellé complémentaire de l'établissement,Code UAI de la composante,sigle de la composante,libellé de la composante,libellé complémentaire de la composante,id région,région,id académie,académie,id département,département,id unité urbaine,unité urbaine,code commune,Commune,gps,degetu,degre_etudes,nombre total d’étudiants inscrits hors doubles inscriptions université/CPGE,dont femmes,dont hommes
2019,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0352786N,ESIR RENNES,EC SUP INGENIEURS RENNES,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.114452391497785, -1.6467986203667293",,,388,92,296
2019,Universités,Public,0350937D,U RENNES 2,UNIVERSITE RENNES 2,,0350919J,UFR STAPS,UFR STAPS,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12587698771854, -1.7005505598348052",,,2030,667,1363
2019,Universités,Public,0350937D,U RENNES 2,UNIVERSITE RENNES 2,,0351855B,SEFOCEPE,SEFOCEPE,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12589162548629, -1.695210596508493",,,170,97,73
2019,Universités,Public,0350937D,U RENNES 2,UNIVERSITE RENNES 2,,0352426X,UFR SC HUM,UFR SCIENCES HUMAINES,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",,,3298,2643,655
2019,Universités,Public,0352317D,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,0352317D,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.121160332309735, -1.6684861638310517",,,1305,848,457
2020,Écoles supérieures artistiques et culturelles,Privé,0352253J,EC ART PR,ECOLE TECHNIQUE PRIVEE,MJM GRAPHIC DESIGN,0352253J,EC ART PR,ECOLE TECHNIQUE PRIVEE,MJM GRAPHIC DESIGN,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11519114649456, -1.6660295349759653",,,412,266,146
2020,Autres écoles de spécialités diverses,Privé,0350998V,CFA,CTRE DE FORMATION D'APPRENTIS,DE LA CMA BRETAGNE - FACULTE D,0350998V,CFA,CTRE DE FORMATION D'APPRENTIS,DE LA CMA BRETAGNE - FACULTE D,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,,,,54,3,51
2020,Autres écoles de spécialités diverses,Privé,0352477C,LISAA RENNES,INST SUPERIEUR ARTS APPLIQUES,GALILEO GLOBAL EDUCATION,0352477C,LISAA RENNES,INST SUPERIEUR ARTS APPLIQUES,GALILEO GLOBAL EDUCATION,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.10852341255922, -1.6811101748086739",,,138,99,39
2020,Autres écoles de spécialités diverses,Privé,0352490S,OF - CFA,OF-CFA,SOGESTE GROUPE ESCCOT,0352490S,OF - CFA,OF-CFA,SOGESTE GROUPE ESCCOT,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,,,,79,34,45
2020,Autres écoles de spécialités diverses,Privé,0352813T,EC TECH PR,ECOLE TECHNIQUE PRIVEE,AFOREM,0352813T,EC TECH PR,ECOLE TECHNIQUE PRIVEE,AFOREM,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.09727691341803, -1.6293395448196226",,,204,119,85
2020,Autres écoles de spécialités diverses,Privé,0352906U,FORM CONT,ALTICOME,ALTICOME,0352906U,FORM CONT,ALTICOME,ALTICOME,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,,,,63,24,39
2020,Autres écoles de spécialités diverses,Privé,0352973S,OF - CFA,OF-CFA,KIWI INSTITUTE RENNES,0352973S,OF - CFA,OF-CFA,KIWI INSTITUTE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,,,,8,4,4
2020,"Écoles de commerce, gestion et vente",Privé,0351884H,CFA,CTRE DE FORMATION D'APPRENTIS,FACULTE DES METIERS CCI ILLE-E,0351884H,CFA,CTRE DE FORMATION D'APPRENTIS,FACULTE DES METIERS CCI ILLE-E,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,,,,480,225,255
2020,"Écoles de commerce, gestion et vente",Privé,0352305R,ESC RENNES,ECOLE SUPERIEURE DE COMMERCE,RENNES,0352305R,ESC RENNES,ECOLE SUPERIEURE DE COMMERCE,RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12779921760532, -1.6925593713792177",,,4471,2167,2304
2020,"Écoles de commerce, gestion et vente",Privé,0352848F,ESG RENNES,EC SUP GEST COMMERCE FINANCE,,0352848F,ESG RENNES,EC SUP GEST COMMERCE FINANCE,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.109897429536595, -1.6656803464516423",,,444,275,169
2020,"Écoles de commerce, gestion et vente",Privé,035P0002,,MBWAY,SITE DE RENNES,035P0002,,MBWAY,SITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,,,,239,123,116
2020,Écoles d'ingénieurs,Public,0350077U,ENSCR,ENS CHIMIE RENNES,,0350077U,ENSCR,ENS CHIMIE RENNES,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118299775277826, -1.6332702117240678",,,501,330,171
2020,Lycées,Privé,0351976H,MFREO,MAISON FAMILIALE RURALE,DE ST GREGOIRE,0351976H,MFREO,MAISON FAMILIALE RURALE,DE ST GREGOIRE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35278,Saint-Grégoire,"48.17818892507836, -1.6888004650681778",,,12,1,11
2020,Lycées,Public,0351907H,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,RENE DESCARTES,0351907H,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,RENE DESCARTES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.08839577196922, -1.6428793424832282",,,195,132,63
2020,Écoles paramédicales hors université,Public,0352087D,FORM SANTE,CENTRES FORM METIERS SANTE,CTRE HOSP SPE G REGNIER RENNES,0352087D,FORM SANTE,CENTRES FORM METIERS SANTE,CTRE HOSP SPE G REGNIER RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11531782496442, -1.6384495254941025",,,283,258,25
2020,Écoles préparant aux fonctions sociales,Privé,0350730D,EC SAN SOC,ECOLE DES METIERS SANITAIRES E,ASKORIA,0350730D,EC SAN SOC,ECOLE DES METIERS SANITAIRES E,ASKORIA,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.125758769482644, -1.7013896297672235",,,758,605,153
2020,Écoles préparant aux fonctions sociales,Public,0351603C,EC AS SER SOC,ECOLE ASSISTANT SERVICE SOCIAL,INSTITUT REGION TRAVAIL SOCIAL,0351603C,EC AS SER SOC,ECOLE ASSISTANT SERVICE SOCIAL,INSTITUT REGION TRAVAIL SOCIAL,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.125655824420505, -1.6996772410130299",,,23,16,7
2020,Universités,Public,0290346U,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0350919J,UFR STAPS,UFR STAPS,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12587698771854, -1.7005505598348052",,,215,55,160
2020,Universités,Public,0290346U,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0352815V,UFR INFORM ELE,UFR INFORMATIQUE ELECTRONIQUE,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",,,4,1,3
2020,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0351576Y,UFR SC MEDICAL,UFR SCIENCES MEDICALES,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",,,4272,2823,1449
2020,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0352286V,SCUFC,SERVICE EDUCATION PERMANENTE,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11054509605566, -1.6720583934223863",,,34,18,16
2020,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0352815V,UFR INFORM ELE,UFR INFORMATIQUE ELECTRONIQUE,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",,,1711,307,1404
2020,Universités,Public,0350937D,U RENNES 2,UNIVERSITE RENNES 2,,0352300K,SUP,SERV UNIV DE PEDAGOGIE,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12701468836734, -1.6872681355394743",,,2111,1491,620
2020,Universités,Public,0350937D,U RENNES 2,UNIVERSITE RENNES 2,,0352599K,CEFOCOP,ANT UFR SC HUMAINE CEFOCOP,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12587698771854, -1.7005505598348052",,,19,15,4
2021,Autre établissements d'enseignement universitaire,Privé,0352349N,INST UNIV PR,INSTITUT CATHOLIQUE DE RENNES,,0352349N,INST UNIV PR,INSTITUT CATHOLIQUE DE RENNES,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.04865603301857, -1.7447916361905316",4.0,BAC + 4,17,14,3
2021,Écoles d'architecture,Public,0350089G,EC ART PU,ECOLE NAT. SUP. ARCHITECTURE,DE BRETAGNE,0350089G,EC ART PU,ECOLE NAT. SUP. ARCHITECTURE,DE BRETAGNE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.119332287323736, -1.6834495168778594",4.0,BAC + 4,93,60,33
2021,Écoles d'architecture,Public,0350089G,EC ART PU,ECOLE NAT. SUP. ARCHITECTURE,DE BRETAGNE,0350089G,EC ART PU,ECOLE NAT. SUP. ARCHITECTURE,DE BRETAGNE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.119332287323736, -1.6834495168778594",6.0,BAC + 6 et plus,65,37,28
2021,Écoles supérieures artistiques et culturelles,Privé,0352252H,EC ART PR,E S R A  BRETAGNE,,0352252H,EC ART PR,E S R A  BRETAGNE,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12869941598695, -1.6421698171981294",1.0,BAC + 1,127,21,106
2021,Écoles supérieures artistiques et culturelles,Privé,0352252H,EC ART PR,E S R A  BRETAGNE,,0352252H,EC ART PR,E S R A  BRETAGNE,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12869941598695, -1.6421698171981294",3.0,BAC + 3,107,32,75
2021,Écoles supérieures artistiques et culturelles,Privé,0352253J,EC ART PR,ECOLE TECHNIQUE PRIVEE,MJM GRAPHIC DESIGN,0352253J,EC ART PR,ECOLE TECHNIQUE PRIVEE,MJM GRAPHIC DESIGN,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11519114649456, -1.6660295349759653",1.0,BAC + 1,239,152,87
2021,Écoles supérieures artistiques et culturelles,Privé,0352261T,ESMOD,ECOLE SUP ARTS TECHNIQUES MODE,,0352261T,ESMOD,ECOLE SUP ARTS TECHNIQUES MODE,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11353795684419, -1.6864395960947542",2.0,BAC + 2,28,24,4
2021,Écoles supérieures artistiques et culturelles,Privé,0352477C,LISAA RENNES,INST SUPERIEUR ARTS APPLIQUES,GALILEO GLOBAL EDUCATION,0352477C,LISAA RENNES,INST SUPERIEUR ARTS APPLIQUES,GALILEO GLOBAL EDUCATION,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.10852341255922, -1.6811101748086739",4.0,BAC + 4,84,72,12
2021,Écoles supérieures artistiques et culturelles,Public,0352845C,PT SUP - PESSV,LE PONT SUPERIEUR,PESSV BRETAGNE - PAYS DE LOIRE,0352845C,PT SUP - PESSV,LE PONT SUPERIEUR,PESSV BRETAGNE - PAYS DE LOIRE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.087854740700195, -1.6563033752353826",3.0,BAC + 3,15,8,7
2021,Écoles supérieures artistiques et culturelles,Public,0352854M,ESA RENNES,ECOLE SUPERIEURE D'ART,EESAB SITE DE RENNES,0352854M,ESA RENNES,ECOLE SUPERIEURE D'ART,EESAB SITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11425841018578, -1.677250348749074",1.0,BAC + 1,81,63,18
2021,Écoles supérieures artistiques et culturelles,Public,0352854M,ESA RENNES,ECOLE SUPERIEURE D'ART,EESAB SITE DE RENNES,0352854M,ESA RENNES,ECOLE SUPERIEURE D'ART,EESAB SITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11425841018578, -1.677250348749074",2.0,BAC + 2,65,47,18
2021,Écoles supérieures artistiques et culturelles,Public,0352854M,ESA RENNES,ECOLE SUPERIEURE D'ART,EESAB SITE DE RENNES,0352854M,ESA RENNES,ECOLE SUPERIEURE D'ART,EESAB SITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11425841018578, -1.677250348749074",5.0,BAC + 5,33,27,6
2021,Autres écoles de spécialités diverses,Privé,0352354U,EC SUP PR,I H E C F,INSTITUT DES HAUTES ETUDES COM,0352354U,EC SUP PR,I H E C F,INSTITUT DES HAUTES ETUDES COM,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.04956111131656, -1.7427807565608635",3.0,BAC + 3,5,3,2
2021,Autres écoles de spécialités diverses,Privé,0352354U,EC SUP PR,I H E C F,INSTITUT DES HAUTES ETUDES COM,0352354U,EC SUP PR,I H E C F,INSTITUT DES HAUTES ETUDES COM,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.04956111131656, -1.7427807565608635",4.0,BAC + 4,53,24,29
2021,Autres écoles de spécialités diverses,Privé,0352579N,OF CFA,ORGANISME FORMATION-CFA,PROMOTRANS LOGIST TRANSPORT,0352579N,OF CFA,ORGANISME FORMATION-CFA,PROMOTRANS LOGIST TRANSPORT,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,,2.0,BAC + 2,27,6,21
2021,Autres écoles de spécialités diverses,Privé,0352813T,EC TECH PR,ECOLE TECHNIQUE PRIVEE,AFOREM,0352813T,EC TECH PR,ECOLE TECHNIQUE PRIVEE,AFOREM,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.09727691341803, -1.6293395448196226",1.0,BAC + 1,104,60,44
2021,Autres écoles de spécialités diverses,Privé,0352822C,CONT,TOTEM FORMATION,TOTEM FORMATION,0352822C,CONT,TOTEM FORMATION,TOTEM FORMATION,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.1028845523248, -1.6219501300955168",1.0,BAC + 1,144,82,62
2021,Autres écoles de spécialités diverses,Privé,0352850H,EPITECH,ECOLE POUR L'INFORMATIQUE,,0352850H,EPITECH,ECOLE POUR L'INFORMATIQUE,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1034761054172, -1.6895198982475026",2.0,BAC + 2,34,2,32
2021,Autres écoles de spécialités diverses,Privé,0352850H,EPITECH,ECOLE POUR L'INFORMATIQUE,,0352850H,EPITECH,ECOLE POUR L'INFORMATIQUE,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1034761054172, -1.6895198982475026",4.0,BAC + 4,24,1,23
