Cote Archives nationales,Cote Précision,Nom Auteur,Prénom Auteur,Genre Auteur,Auteur copié,Exécutant,Bénéficiaire,Titre,Thème représenté,Dénomination,Matériau et technique,Dimensions,Etape œuvre,Exposition,Prix,N° dépôt,Nature de l'acte,Etape de la procédure,Date(s) de l'acte,Date arrêté d'acquisition,Date arrêté attribution,Pays,Département,Ville,Latitude ville,Longitude ville,Type d'édifice,Edifice d'affectation,Affectataire,Provenance,Observations,Image,Liens photos Archim,REF mistral
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Pelez (M.),,homme,,,,"Victime, l'asphyxiée",type de situation,tableau,,,,1886,,,attribution,demande sans suite,1887,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,"Tableau attribué au musée de Senlis ; ce tableau figure à la première exposition artistique de Rennes ; demande d'attribution de cette œuvre en compensation de "" La chapelle de Malestroit "" de Bloch et de "" La tempête "" de Berthelon, attribués l'un à Quimper, l'autre à Sens",,,AR031845
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Lévy (M.),,homme,,,,Mort de saint Jean-Baptiste,mort de saint Jean-Baptiste,tableau,,,,1886,,,dépôt,aboutissement positif,1889,,1889,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR031846
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Longepied (M.),,homme,,,,L'immortalité,allégorie individuelle,statue,plâtre,,modèle original,,,,dépôt,aboutissement positif,1889,,1889,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,"Statue achetée en 1888 et réparée par l'auteur dans les ateliers Thiebaut frères, fondeurs",,,AR031847
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Pech (M.),,homme,,,,Gui d'Arezzo,monde des arts,statue,plâtre,,,,,,dépôt,aboutissement positif,1889,,1889,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR031848
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Bourgeois (M.),,homme,,,,Guillaume Bude,humaniste,groupe,plâtre,,modèle original,1882,,,dépôt,aboutissement positif,1889,,1889,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR031849
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Cazin (Mme) [Guillet (Mlle)],,femme,,,,Fragment de décoration,motif décoratif,haut-relief,plâtre,,,1886,,,dépôt,aboutissement positif,1889,,1889,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR031850
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Rapin (M.),,homme,,,,Le soir à Druillat,paysage de Rhône-Alpes ; crépuscule,tableau,,,,1888,,,attribution,demande sans suite,1888,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Le tableau doit aller au musée du Luxembourg en remplacement de celui du Salon de 1887 qui pourrait être attribué à Rennes,,,AR031851
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Bloch (M.),Alex.,homme,,,,Mort du général Beaupuy,scène militaire ; mort ; général,tableau,,,,1888,1500 francs,,attribution,aboutissement positif,1888 ; 1889,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Le tableau figure au Salon de 1888 sans être acquis par l'Etat et à l'Exposition Universelle de 1889 ; subvention de l'Etat de 800 fr. pour contribuer à l'achat du tableau par la ville de Rennes : l'Etat et la ville de Rennes en sont propriétaires indivis,,,AR031852
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Millet (M.),A. M.,homme,,,,Georges Sand,romancier ; portrait,statue,plâtre,,modèle original,,,,dépôt,aboutissement positif,1889 ; 1890,,1889,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,Millet (Aimé),"Le modèle, grandeur nature, de la statue en marbre érigée à La Châtre, est attribué au musée de Rennes sur la demande de l'artiste pour mettre ce plâtre à l'abri des destructions possibles dans son atelier ; indications sur la gestion de l'Ecole régionale des Beaux-Arts de Rennes ; renseignements sur Mouret",,,AR031853
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Pradier (M.),,homme,,,,Le connétable Anne de Montmorency ; Guerrier du XVIème siècle,personnage historique,statue,plâtre ; moulage,,épreuve,,,,attribution,aboutissement positif,1886 ; 1890,,1886,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,"Paris ; musée du Louvre, réserves","Polémique entre l'administration des Beaux-Arts et la Société d'archéologie de Rennes pour déterminer le nom du personnage figuré : Duguesclin, Anne de Montmorency ou le duc François de Guise, ainsi que l'auteur de la statue : Pierre Charles Bridan fils, ou Auguste Barre ou Pradier ; identification faite par Charles Gosselin, conservateur à Versailles ; indications sur une vente de moulages du Louvre effectuée par les domaines",,,AR031854
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Hall (M.),Richard,homme,,,,"La classe manuelle, école de petites filles (Finistère)",scène d'intérieur ; histoire de l'enseignement ; fille,tableau,,,,1890,,,dépôt,aboutissement positif,1890 ; 1891,,1890,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR031855
F/21/2222,dossier 4 ; [Dossier par musée (attributions)],Leofanti (M.),,homme,,,,Joachim de Bellay,poète ; portrait en pied,statue,plâtre,,modèle original,1887,,,dépôt,aboutissement positif,1890,,1890,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR031856
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Salmson (M.),,homme,,,,La dévideuse,,statue,plâtre,,,,,,dépôt,aboutissement positif,1891,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033834
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],anonyme,,,,,,Diane de Gabies,personnage mythologique ou légendaire,statue,plâtre,,,,,,dépôt,aboutissement positif,1891,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033835
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],anonyme,,,,,,Achille,personnage mythologique ou légendaire,statue,plâtre,,,,,,dépôt,aboutissement positif,1891,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033836
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Rude (M.),,homme,,,,Jeune pêcheur,pêche,statue,plâtre,,,,,,dépôt,aboutissement positif,1891,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033837
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Jouffroy (M.),,homme,,,,Premier secret à Vénus,scène galante ; personnage mythologique ou légendaire,statue,plâtre,,,,,,dépôt,aboutissement positif,1891,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033838
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Millet (M.),Aimé,homme,,,,Mercure,personnage mythologique ou légendaire,statue,plâtre,,,,,,dépôt,aboutissement positif,1891,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033839
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Thiollet (M.),,homme,,,,Retour des moulières,pêche,tableau,,,,,,,dépôt,aboutissement positif,1892,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033840
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Caffieri (M.),,homme,,,,Dominique Casini,portrait en buste,buste,plâtre,,,,,,dépôt,aboutissement positif,1892,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033841
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Caffieri (M.),,homme,,,,Jean Philippe Rousseau,portrait en buste,buste,plâtre,,,,,,dépôt,aboutissement positif,1892,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033842
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Desportes (M.),,homme,,,,Une marmotte et trois cigognes,sujet animalier,tableau,plâtre,,,,,,dépôt,aboutissement positif,1892,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033843
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Desportes (M.),,homme,,,,Chats sauvages et tête de loup,sujet animalier,tableau,,,,,,,dépôt,aboutissement positif,1892,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033844
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Desportes (M.),,homme,,,,Vautour,sujet animalier,tableau,,,,,,,dépôt,aboutissement positif,1892,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033845
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Bellée (M.),,homme,,,,Le printemps,allégorie des saisons,tableau,,,,,,,dépôt,aboutissement positif,1892,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033846
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],,,,,,,"Céramique de Sèvres vases, coupes",,poterie,,,,,,,dépôt,aboutissement positif,1893,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Lot d'une trentaine de vases,,,AR033847
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Nobillet (M.),A.,homme,,,,La mare aux iris,eaux vives ou dormantes,tableau,,,,,,,dépôt,aboutissement positif,1894 ; 1895,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033848
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Desportes (M.),,homme,,,,Porcs-épics,sujet animalier,tableau,,,,,,,dépôt,aboutissement positif,1895,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033849
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Van Verff (M.),,homme,,,,Moïse sauvé des eaux,Moïse sauvé des eaux,tableau,,,,,,,dépôt,aboutissement positif,1895,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033850
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Guiffard (M.),,homme,Poussin,,,Frise,,tableau,,,copie,,,,dépôt,aboutissement positif,1896,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033851
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Thomas (M.),,homme,,,,Christ en croix,Crucifixion,sculpture,bois,,,,,,dépôt,aboutissement positif,1896,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033852
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Houdon (M.),,homme,,,,Diderot,portrait en buste ; écrivain,buste,terre cuite,,,,,,dépôt,aboutissement positif,1896,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033853
F/21/2256,dossier 1 ; [Dossier par musée (attributions)],Leroux (M.),,homme,,,,Le nouveau-né ; Intérieur bas-breton,vue d'intérieur ; enfant,tableau,,,,,,,dépôt,aboutissement positif,1894,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR033854
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],Heilbuth (M.),,homme,,,,Enfants jouant sur une plage de sable,scène de jeu ; enfant,dessin,aquarelle,,,,,,dépôt,aboutissement positif,1902,,1902,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,Paris ; musée du Luxembourg,Arrêté du 30 novembre 1902,,,AR035542
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],,,,,,,"Collection de moulages de sculptures des XII, XIIIème et XIVème siècles",,sculpture,plâtre,,,,,,dépôt,aboutissement positif,1903,,1903,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Arrêté du 12 janvier 1903,,,AR035543
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],Mytens (M.),,homme,,,,Mariage de l'électeur de Brandebourg avec la fille du duc d'Orange,fêtes et cérémonies,tableau,,,,,,,dépôt,aboutissement positif,1900 ; 1901,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR035544
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],Lafon (M.),,homme,,,,,,dessin,sanguine,,,,,,dépôt,aboutissement positif,1903,,1903,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Arrêté du 11 mai 1903,,,AR035546
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],Roger (M.),Louis,homme,,,,Histoire,,tableau,,,,,,,dépôt,aboutissement positif,1905,,1905,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Peintre natif de Rennes ; arrêté du 20 janvier 1905,,,AR035547
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],Vuibert (M.),,homme,,,,"Le soir, île de Bréhat",paysage de Bretagne,tableau,,,,,,,dépôt,aboutissement positif,1906,,1906,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Arrêté du 21 juin 1906,,,AR035548
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],,,,,,,,,collection d'objets archéologiques,,,,,,,dépôt,aboutissement positif,1901,,1907,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Arrêté du 18 décembre 1907,,,AR035549
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],Tardieu (M.),V.,homme,,,,Le travail,,tableau,,,,,,,dépôt,aboutissement positif,1909,,1909,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Arrêté du 10 février 1909,,,AR035550
F/21/2278,dossier 2 ; [Dossier par musée (attributions)],Godeby (M.),Ch. L.,homme,,,,Sous le vieux chemin creux,,tableau,,,,,,,dépôt,aboutissement positif,1909,,1909,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Arrêté du 13 août 1909,,,AR035551
F/21/334,"dossier 16 ; [Dossier par département (attributions, subventions et autres)]",Travies (M.),,homme,,,,Le Christ et la Samaritaine,la Samaritaine au puits,tableau,,,,,,,échange-attribution,aboutissement inconnu,1853,,1853,,Gard,Saint-Gilles,43.677658,4.432418,église,église,,,"En remplacement du tableau de Dumaresq représentant : "" le Martyre de saint Pierre "" envoyé à l'église St-Pierre de Caen",,,AR101228
F/21/363,"dossier 2 ; [Dossier par département (attributions, subventions et autres)]",,,,,,,La Vierge,Vierge,tableau,,,,,,,attribution,demande sans suite,1855,,,,Ille-et-Vilaine,Bécherel,48.297293,-1.944475,église,église Notre-Dame,,,,,,AR103705
F/21/363,"dossier 4 ; [Dossier par département (attributions, subventions et autres)]",,,,,,,,,tableau,,,,,,,attribution,demande ajournée,1862,,,,Ille-et-Vilaine,Bourgbarré,47.993253,-1.626381,église,église,,,,,,AR103707
F/21/363,"dossier 26 ; [Dossier par département (attributions, subventions et autres)]",,,,,,,,,édifice civil,,,,,,,subvention,demande sans suite,1856,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,salle de spectacles,salle de spectacle,,,Subvention demandée pour réparer la salle de spectacle récemment incendiée,,,AR103743
